identificador;nombre;tipoMonumento;identificadorBienInteresCultural;calle;clasificacion;tipoConstruccion;codigoPostal;Descripcion;periodoHistorico;coordenadas_latitud;coordenadas_longitud;poblacion_provincia;poblacion_municipio;poblacion_localidad;pto_geolocalizado;poblacion;coordenadas
25364;Iglesia parroquial de Santa María la Real;Iglesias y Ermitas;6570;Iglesia, s/n;Arquitectura Religiosa;Iglesia;;<p>La iglesia de Santa María la Real se halla en medio del caserío y conserva la típica estructura de un templo románico, con ábside semicircular, presbiterio, una nave y espadaña a los pies aunque, añadidos posteriores, enmascaran parcialmente esa estampa, con el campanario convertido en torre.</p><p>Su construcción se hizo en dos etapas, correspondiendo el ábside a la primera mitad del XII y el resto a finales del mismo siglo o comienzos del siguiente. Destaca especialmente el conjunto de canecillos figurados, con representaciones de músicos y personajes en actitudes eróticas.</p>;Edad Media;42.862364;-4.278114;Palencia;Barruelo de Santullán;Cillamayor;42.862364,-4.278114;"{""provincia"": ""Palencia"", ""municipio"": ""Barruelo de Santullán"", ""localidad"": ""Cillamayor""}";"{""latitud"": ""42.862364"", ""longitud"": ""-4.278114""}"
25367;Iglesia de la Asunción / Santa María;Iglesias y Ermitas;2243;Pza. Mayor;Arquitectura Religiosa;Iglesia;9370;<p>Iglesia de tres naves construida entre los siglos XV al XVII, renacentista con apuntes barrocos, aunque su interior es gótico. El altar o retablo mayor, de principios del XVI, está realizado en madera de nogal y resume la vida de Cristo.</p><p>Se encuentra también el Museo Parroquial con importantes pinturas de en tabla del siglo XV, tallas de los siglos XVII al XVIII e interesantes capiteles románicos del desaparecido Monasterio de San Pedro de Gumiel.</p>;Edad Moderna;41.773418;-3.688073;Burgos;Gumiel de Izán;Gumiel de Izán;41.773418,-3.688073;"{""provincia"": ""Burgos"", ""municipio"": ""Gumiel de Izán"", ""localidad"": ""Gumiel de Izán""}";"{""latitud"": ""41.773418"", ""longitud"": ""-3.688073""}"
25378;Iglesia parroquial de la Asunción;Iglesias y Ermitas;15503;Solana Alta, 4;Arquitectura Religiosa;Iglesia;47320;<p>Data del siglo XVI, con bóvedas de crucería de estilo gótico. La portada es renacentista de tres cuerpos, atribuida a Juan de Escalante.</p><p>En el interior hay que ver el retablo mayor, tallado en el siglo XVI por Manuel Álvarez y que en sus tres cuerpos guarda un apostalario y escenas bíblicas. La escultura del tabernáculo se realizó por Gregorio Fernández.En el templo está enterrado Alonso Velázquez, obispo de Osma y arzobispo de Santiago de Compostela, confesor de Santa Teresa, Capellán Mayor de Felipe II y benefactor de su pueblo.</p>;Edad Moderna;41.583984;-4.579806;Valladolid;Tudela de Duero;Tudela de Duero;41.583984,-4.579806;"{""provincia"": ""Valladolid"", ""municipio"": ""Tudela de Duero"", ""localidad"": ""Tudela de Duero""}";"{""latitud"": ""41.583984"", ""longitud"": ""-4.579806""}"
25383;Iglesia de Santiago Apóstol;Iglesias y Ermitas;14881;Pozo, s/n;Arquitectura Religiosa;Iglesia;47800;"<p>La construcci&oacute;n de la iglesia de Santiago Ap&oacute;stol se inici&oacute; en 1533 en el estilo g&oacute;tico de la &eacute;poca con planta de sal&oacute;n, es decir, con sus tres naves elev&aacute;ndose casi a la misma altura, bajo la direcci&oacute;n del arquitecto Rodrigo Gil de Honta&ntilde;&oacute;n, el m&aacute;s famoso y prol&iacute;fico de su tiempo en Castilla.</p>
<p>La iglesia de Santiago re&uacute;ne los m&aacute;s variados estilos art&iacute;sticos, desde el g&oacute;tico al barroco, pasando por el plateresco y el clasicista. En su interior destaca el fabuloso retablo barroco de traza churrigueresca de la capilla mayor, cuyo trazado corresponde a Joaqu&iacute;n de Churriguera, y que fue realizado por el gran escultor riosecano, Tom&aacute;s de Sierra, en torno a la vida y leyenda del ap&oacute;stol Santiago. Las b&oacute;vedas de sus tres naves, ejecutadas por Felipe Berrojo en el s. XVII, poseen una gran belleza.</p>
<p>En la sacrist&iacute;a cabe destacar algunas piezas como el Cristo de la Clemencia de Pedro Bolduque, as&iacute; como su b&oacute;veda de crucer&iacute;a, debida a Gil de Honta&ntilde;&oacute;n. En una peque&ntilde;a sala dentro de la sacrist&iacute;a se encuentra la capilla de la Vera Cruz (s. XVII), con frescos barrocos de gran colorido y valor art&iacute;stico.</p>";Edad Moderna;41.884447;-5.04015;Valladolid;Medina de Rioseco;Medina de Rioseco;41.884447,-5.04015;"{""provincia"": ""Valladolid"", ""municipio"": ""Medina de Rioseco"", ""localidad"": ""Medina de Rioseco""}";"{""latitud"": ""41.884447"", ""longitud"": ""-5.04015#""}"
25386;Iglesia de la Pasión;Iglesias y Ermitas;15841;Pasión, s/n;Arquitectura Religiosa;Iglesia;47001;"<p align=""justify"">La iglesia de la Pasi&oacute;n es la sede de la Cofrad&iacute;a Penitencial de la Sagrada Pasi&oacute;n de Cristo desde el siglo XVI, y alberga el Museo de Pintura de la ciudad de Valladolid funcionando como sala municipal de exposiciones temporales. Compuesta por una sola nave, se comenz&oacute; a construir en el siglo XVI, pero fue reconstruida en el siglo XVII. Destaca su fachada de estilo mezclado entre el barroco y el churrigueresco, cuya decoraci&oacute;n fue realizada por Felipe Berrojo. Esta iglesia se cerr&oacute; al culto religioso en el siglo XIX.</p>";Edad Moderna;41.651595;-4.730124;Valladolid;Valladolid;Valladolid;41.651595,-4.730124;"{""provincia"": ""Valladolid"", ""municipio"": ""Valladolid"", ""localidad"": ""Valladolid""}";"{""latitud"": ""41.651595"", ""longitud"": ""-4.730124""}"
25395;Ermita de Santa Eulalia u Olalla;Iglesias y Ermitas;6113;C/ Iglesia, 32;Arquitectura Religiosa;Ermita;;<p>Asentada en una ladera, rodeada de prados y dominando las riberas del embalse de Aguilar, fue parroquia de una antigua población citada en la documentación medieval, Barrio de Santa Olalla, y constituye uno de los ejemplos más puros y mejor conservados del románico norte.</p><p>Es un edificio labrado en buena sillería y en el interior del ábside destacan las pinturas murales de hacia 1300, con una interesante representación infernal.</p>;Edad Media;42.810346;-4.375483;Palencia;Aguilar de Campoo;Barrio de Santa María;42.810346,-4.375483;"{""provincia"": ""Palencia"", ""municipio"": ""Aguilar de Campoo"", ""localidad"": ""Barrio de Santa María""}";"{""latitud"": ""42.810346"", ""longitud"": ""-4.375483""}"
25399;Iglesia de San Miguel;Iglesias y Ermitas;15006;San Miguel, s/n;Arquitectura Religiosa;Iglesia;47410;<p>Es uno de los mejores edificios de estilo románico-mudéjar de la provincia de Valladolid. Edificada en el s. XIII en ladrillo y mampostería, tiene tres naves estrechas y de gran altura.</p><p>Destaca su retablo mayor, de estilo barroco y sin ningún tipo de pintura o policromía. A mediados del S. XVIII, se construyó una capilla independiente para su patrona la Virgen de la Soterraña, para lo que se rompe la cabecera de la iglesia, se eleva el altar mayor y se abre debajo una cripta.</p>;Edad Media;41.285468;-4.687506;Valladolid;Olmedo;Olmedo;41.285468,-4.687506;"{""provincia"": ""Valladolid"", ""municipio"": ""Olmedo"", ""localidad"": ""Olmedo""}";"{""latitud"": ""41.285468"", ""longitud"": ""-4.687506""}"
25401;Iglesia de la Vera Cruz;Iglesias y Ermitas;11831;Ctra. de Zamarramala, s/n;Arquitectura Religiosa;Iglesia;40003;"<p>Templo de origen templario, de 1208, de exterior poligonal, de doce lados, saliente torre cuadrada y sencillas portadas.</p>
<p>Se organiza en torno a un edificio central de dos pisos circunvalado por un deambulatorio. El cuerpo inferior produce la sensaci&oacute;n de cripta y posee b&oacute;vedas de crucer&iacute;a. El superior, al que se accede por una escalera, se cierra con una b&oacute;veda califal y en su centro acoge un bloque prism&aacute;tico, especie de ara o altar, decorado con arcos; tal vez represente al Santo Sepulcro.</p>";Edad Media;40.955695;-4.132234;Segovia;Segovia;Segovia;40.955695,-4.132234;"{""provincia"": ""Segovia"", ""municipio"": ""Segovia"", ""localidad"": ""Segovia""}";"{""latitud"": ""40.955695"", ""longitud"": ""-4.132234""}"
25403;Iglesia de San Leonardo;Iglesias y Ermitas;17339;Pza. de San Leonardo, s/n;Arquitectura Religiosa;Iglesia;49002;<p>Iglesia de la que conocemos su existencia desde comienzos del siglo XII aunque tuvo su mayor apogeo en el XIII cuando se añade un atrio que hoy aparece como una estrecha nave lateral.</p><p>Su planta es excesivamente larga para su anchura, ello es debido a las sucesivas transformaciones y ampliaciones sufridas en su estructura. En el siglo XVI se construye la actual cabecera. El ábside poligonal se cubre con bóveda de crucería. Desde él se accede a una capilla de enterramiento del siglo XVI, cubierta con bóveda de aristas.</p>;Edad Media;41.502097;-5.745194;Zamora;Zamora;Zamora;41.502097,-5.745194;"{""provincia"": ""Zamora"", ""municipio"": ""Zamora"", ""localidad"": ""Zamora""}";"{""latitud"": ""41.502097"", ""longitud"": ""-5.745194""}"
25404;Iglesia de San Nicolás;Iglesias y Ermitas;2710;Pza. San Nicolás;Arquitectura Religiosa;Iglesia;9559;"<p>Iglesia del siglo XII, presenta una planta parecida a la de San Pedro de Tejada, pero desfigurada por la sustituci&oacute;n del &aacute;bside del XV y las capillas del siglo XVI.</p>
<p>Destaca la torre de dos cuerpos sobre el crucero con ajimeces doblados, la ventana del hastial con tejaroz, la c&uacute;pula de media naranja sobre trompas y la antigua portada norte influida por San Pedro de Tejada. Es interesante la base de la pila bautismal y sobre todo, el retablo de San Nicol&aacute;s, del siglo XVI.</p>";"Edad Moderna;Edad Media";42.831058;-3.596805;Burgos;Merindad de Valdivielso;Almiñe (El);42.831058,-3.596805;"{""provincia"": ""Burgos"", ""municipio"": ""Merindad de Valdivielso"", ""localidad"": ""Almiñe (El)""}";"{""latitud"": ""42.831058"", ""longitud"": ""-3.596805""}"
25425;Iglesia Nuestra Señora del Castillo Macotera;Iglesias y Ermitas;9294;Jesús, 1;Arquitectura Religiosa;Iglesia;37310;"<p align=""justify"">Data de finales del siglo XV, como lo atestiguan los escudos de armas, que campean en diversas partes del edificio, pertenecientes al segundo duque de Alba y su esposa. La construcci&oacute;n es de estilo hispano flamenco, pero la torre es anterior (seguramente del siglo XIII) y la sacrist&iacute;a es un a&ntilde;adido posterior (del siglo XVIII). De ella, destacan, adem&aacute;s de los diferentes retablos, el impresionante artesonado mud&eacute;jar que cubre la nave central y la estructura de madera del coro (en el que se entremezcla el estilo mud&eacute;jar y renacentista).</p>
<p align=""justify"">En el exterior, una siller&iacute;a de granito, la torre que levanta a los pies del templo y las dos portadas de decadencia g&oacute;tica, y en el interior: tres naves aparecen divididas por dos arcos, con bolas hispano flamencas. La nave mayor se cubre por una armadura mud&eacute;jar de par y nudillo, dorada con moc&aacute;rabes y seis pares de tirantes. Su filigrana le ha valido el acertado t&iacute;tulo &lsquo;El Cielo de Macotera&rsquo;.</p>";"Edad Moderna;Edad Media";40.830939;-5.285456;Salamanca;Macotera;Macotera;40.830939,-5.285456;"{""provincia"": ""Salamanca"", ""municipio"": ""Macotera"", ""localidad"": ""Macotera""}";"{""latitud"": ""40.830939"", ""longitud"": ""-5.285456""}"
25426;Iglesia de la Vera Cruz;Iglesias y Ermitas;9887;Úrsulas.(Entre C/ Abajo Y C/ Sorias);Arquitectura Religiosa;Iglesia;37002;<p>Construida en el siglo XVI, transformada en época barroca, diseño de la portada de Rodrigo Gil de Hontañón.</p><p>La iglesia en origen fue una ermita y posteriormente un hospital. Su interior fue reformado en el siglo XVIII, y hay que destacar el retablo de la cabecera en que aparece la Virgen Inmaculada realizada por Gregorio Fernández o por algún discípulo próximo a él. También se puede ver la Cruz procesional de plata en una hornacina del muro del Evangelio, obra de Pedro Benítez.</p>;Edad Moderna;40.966252;-5.667733;Salamanca;Salamanca;Salamanca;40.966252,-5.667733;"{""provincia"": ""Salamanca"", ""municipio"": ""Salamanca"", ""localidad"": ""Salamanca""}";"{""latitud"": ""40.966252"", ""longitud"": ""-5.667733""}"
25427;Iglesia de los Santos Juanes;Iglesias y Ermitas;14974;Rodríguez Chico, 1;Arquitectura Religiosa;Iglesia;47500;<p>De estilo gótico tardío, consta de tres naves divididas por cinco columnas dóricas de gran grosor y tiene cabecera poligonal flanqueada por pilares con rosetas góticas. Construido del siglo XVI al XVIII.</p><p>Retablo Central de Francisco Velázquez, con escultura y pintura de Gregorio Fernández y Francisco Martínez, respectivamente. Tiene dos cuerpos unidos por un ático, la forma de su capilla es poligonal y cuenta con relieves y esculturas dispuestas en diversas calles y huecos. En la iglesia se pueden encontrar además, auténticas obras de arte como el retablo del Descendimiento, recientemente restaurado, el de San Antón del altar mayor, obra de Diego de Acnique, o el retablo relicario que data del siglo XVIII.</p>;Edad Moderna;41.330485;-5.081449;Valladolid;Nava del Rey;Nava del Rey;41.330485,-5.081449;"{""provincia"": ""Valladolid"", ""municipio"": ""Nava del Rey"", ""localidad"": ""Nava del Rey""}";"{""latitud"": ""41.330485"", ""longitud"": ""-5.081449""}"
25428;Iglesia de San Miguel;Iglesias y Ermitas;16326;Pza. Mayor, s/n;Arquitectura Religiosa;Iglesia;47600;"<p>Declarada Bien de Inter&eacute;s Cultural con categor&iacute;a de Monumento en diciembre de 2020. La iglesia de San Miguel se encuentra situada en la plaza mayor de Villal&oacute;n, conformando un conjunto de gran inter&eacute;s monumental en el que destaca el famoso rollo.</p>
<p>Se trata de unos de los templos g&oacute;tico mud&eacute;jar m&aacute;s interesante de la provincia. Su origen se remonta a los siglos XIII y XIV, aunque su imagen actual es el fruto de varias fases constructivas que van desde inicios del siglo XIII hasta el XIX.</p>
<p>El acceso a la iglesia se realiza desde la plaza, por medio de una escalinata a trav&eacute;s de un p&oacute;rtico de columnas toscanas de &eacute;poca neocl&aacute;sica, y por una portada lateral de finales del XV de arco de medio punto, decorada con bolas y escamas.</p>
<p>El crucero se cubre con c&uacute;pula de media naranja apoyada sobre sencillas pilastras y coronada por esbelta linterna de cuerpo octogonal cerrado por cupulilla de gallones.</p>
<p>La cabecera destaca por el &aacute;bside semicircular de l&iacute;neas muy sencillas neocl&aacute;sicas, dividido exteriormente en dos cuerpos por una poderosa cornisa.</p>
<p>Al exterior destaca la gran torre g&oacute;tica de cuatro cuerpos, los tres primeros realizados con canter&iacute;a y el &uacute;ltimo, el de campanas en ladrillo. En el interior, a la primitiva construcci&oacute;n mud&eacute;jar de ladrillo de tres naves se a&ntilde;ade en el siglo XVI una cuarta nave al lado de la Ep&iacute;stola. De este mismo siglo data el espl&eacute;ndido artesonado mud&eacute;jar que cubre una de las capillas de este lado. La separaci&oacute;n de las naves se efect&uacute;a mediante gruesos pilares ochavados que soportan grandes arcos apuntados doblados que rematados en alfiles acogen arcos de herradura apuntados, influjo del mud&eacute;jar toledano y andaluz. La nave principal se cubre con b&oacute;vedas de ca&ntilde;&oacute;n con lunetos y yeser&iacute;as barrocas, mientras que las laterales y los brazos del crucero se cubren con b&oacute;vedas de crucer&iacute;a. Las b&oacute;vedas que cubren la nave principal datan de 1.777 y fueron ejecutadas por Manuel Fern&aacute;ndez Cabezas, y a estas mismas fechas corresponder&iacute;a la construcci&oacute;n de la c&uacute;pula ovalada de su crucero y el &aacute;bside neocl&aacute;sico. A los pies se levanta el coro sobre arco rebajado que cubre una curiosa galer&iacute;a, el baptisterio, formado a base de arcos muy apuntados sustentados sobre m&eacute;nsulas, todo ello de piedra.</p>";"Edad Moderna;Edad Media";42.098565;-5.034178;Valladolid;Villalón de Campos;Villalón de Campos;42.098565,-5.034178;"{""provincia"": ""Valladolid"", ""municipio"": ""Villalón de Campos"", ""localidad"": ""Villalón de Campos""}";"{""latitud"": ""42.098565"", ""longitud"": ""-5.034178""}"
