Fichero actualizado a fecha: 2025-05-07 04:08:56
"Título";"Nombre";"Descripción";"Directorio";"Fotografia";"ExperienciaProfesional";"FechaPosesion";"FormacionAcademica";"LugarNacimiento";"Retribuciones";"Curriculum";"CurriculumLargo";Identificador;actualizacionMetadatos;Enlace al contenido;
"Directora General de Personal y Desarrollo Profesional";"Sonsoles García Rodríguez";;"Directora General de Personal y Desarrollo Profesional";"https://datosabiertos.jcyl.es/web/jcyl/binarios/859/600/24-Cargo-SONSOLES-GARCIA.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>
<p>Funcionaria por oposición libre del Cuerpo Superior de la Administración de la Comunidad de Castilla y León.</p>
</li>
<li>
<p>Ha desempeñado sus funciones en la Consejería de Educación y, desde el año 2004, en la Consejería de Sanidad, ocupando el puesto de Jefe de Servicio de Evaluación Normativa y Procedimiento desde el año 2008 hasta la actualidad.</p>
</li>
</ul>";"20240112";"<ul>
<li>Licenciada en Derecho por la Universidad de Valladolid.</li>
</ul>";;;;;1285350552495;20240112;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285350552495/Organigrama";
"Directora General de la Industria y la Cadena Agroalimentarias";"Cristina Frías Rivera";;"Directora General de la Industria y la Cadena Agroalimentarias";"https://datosabiertos.jcyl.es/web/jcyl/binarios/1014/807/24-Cargo-CRISTINA-FRIAS-DG-Industria-y-Cadena-Agroalim.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Técnico asesor de la Secretaría General de la Consejería de Movilidad y Transformación Digital (2022-2024).</li>
<li>Jefa de servicio de Iniciativas de la Mujer Rural en el Sector Agrario y Agroalimentario en la Dirección General de Desarrollo Rural de la Consejería de Agricultura, Ganadería y Desarrollo Rural (2019-2022).</li>
<li>Jefa de servicio de Ordenación de Explotaciones de la Dirección General de Desarrollo Rural de la Consejería de Agricultura, Ganadería y Desarrollo Rural (2015-2017).</li>
<li>Jefa de sección de Sanidad y Producción Vegetal y técnico superior en el Servicito Territorial de Agricultura y Ganadería de Ávila (2003-2008).</li>
<li>Anteriormente, en la empresa privada (2001-2002).</li>
</ul>";"20240719";"<ul>
<li>Ingeniera agrónoma por la Universidad de León.</li>
<li>Ingeniera Técnica Agrícola por la Universidad de Valladolid. Instituto Nevares de Empresarios Agrarios (INEA).</li>
<li>Titulada en Dirección y Gestión de Empresas Agrarias por la Escuela Universitaria de Ingenieros Técnicos Agrícolas INEA en Valladolid.</li>
<li>Funcionaria del Cuerpo de Ingenieros Agrónomos de la Consejería de Agricultura, Ganadería y Desarrollo Rural (2003).</li>
</ul>";;;;;1285422965430;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422965430/Organigrama";
"Director General de Producción Agrícola y Ganadera";"Rubén Serrano Fernández";;"Director General de Producción Agrícola y Ganadera";"https://datosabiertos.jcyl.es/web/jcyl/binarios/540/129/24-Cargo-RUBEN-SERRANO-DG-Produccion-Agricola-y-Ganadera.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Jefe del Servicio Territorial de Agricultura, Ganadería y Desarrollo Rural de Ávila (2021-2024).</li>
<li>Técnico facultativo, Jefe de Sección y de Área en el Servicio Territorial de Agricultura, Ganadería y Desarrollo Rural de Ávila (2018-2021).</li>
<li>Primer teniente de alcalde y delegado de la Presidencia, Interior y Administración Local en el Ayuntamiento de Ávila (2015-2018).</li>
<li>En la etapa de concejal, entre 2015 y 2016, Jefe de sección de Formación Agraria del Servicio Territorial de Agricultura y Ganadería de Ávila.</li>
<li>Director Provincial del Servicio Público de Empleo Estatal (SEPE) de Ávila (2012-2015).</li>
<li>Veterinario y Técnico facultativo en el Servicio Territorial de Agricultura y Ganadería de Ávila (hasta 2012).</li>
</ul>";"20240719";"<ul>
<li>Licenciado en Veterinaria por la Universidad de Zaragoza.</li>
<li>Funcionario del Cuerpo Facultativo Superior Escala Sanitaria Veterinarios de la Junta de Castilla y León.</li>
</ul>";;;;;1285422966355;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422966355/Organigrama";
"Secretaria General";"Ana Álvarez-Quiñones Sanz";;"Secretaria General de Agricultura Ganadería y Desarrollo Rural";"https://datosabiertos.jcyl.es/web/jcyl/binarios/190/930/Ana-Alvarez-Quinones,0.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Secretaria general de la Consejería de Movilidad y Transformación Digital (2022-2024).</li>
<li>Letrada jefe de la Consejería de Medio Ambiente.</li>
<li>Secretaria general de la Consejería de Medio Ambiente.</li>
<li>Directora de Comunicación de la Junta de Castilla y León.</li>
<li>Letrada jefe de la Consejería de Agricultura y Ganadería.</li>
<li>Jefa de Servicio de Organización y Secretaría del Gabinete del Presidente.</li>
<li>Directora de la Escuela de Administración Pública de Castilla y León.</li>
<li>Letrada Jefe de la Consejería de Educación y Cultura.</li>
<li>Letrada Jefe de la Consejería de Cultura y Turismo.</li>
<li>Letrada de la Delegación Territorial de Ávila.</li>
<li>Letrada de la Consejería de Cultura y Turismo.</li>
<li>Letrada de la Delegación Territorial de León.</li>
</ul>";"20240719";"<ul>
<li>Licenciada en Derecho por la Facultad de Derecho de la Universidad de Valladolid.</li>
<li>Funcionaria de Carrera del Cuerpo de Letrados de la Administración de la Comunidad de Castilla y León (1991).</li>
</ul>";;;;;1285422964087;20250401;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422964087/Organigrama";
"Secretaria General";"Natalia Flórez Loranca";;"Secretaria General de Movilidad y Transformación Digital";"https://datosabiertos.jcyl.es/web/jcyl/binarios/318/942/24-Cargo-NATALIA-FLOREZ-SG-Movilidad-y-TD.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Jefa del Servicio Territorial de Movilidad y Transformación Digital de Segovia (2024-2018).</li>
<li>Técnico superior en la Delegación Territorial de Segovia (2002-2018), donde ha desempeñado diversas responsabilidades, principalmente en la Sección de Urbanismo.</li>
<li>Es coautora del libro &lsquo;Cien años de la Cámara de Comercio e Industria de Segovia 1903-2003&rsquo;, editado por la institución cameral y ha sido ponente en diversos cursos relacionados con el urbanismo.</li>
</ul>";"20240719";"<ul>
<li>Licenciada en Derecho por la Universidad Complutense de Madrid (1986-1991). &shy;</li>
<li>Oposiciones del Cuerpo Superior de la Administración General de Castilla y León (1993). &shy;</li>
<li>Licenciada en Ciencias Políticas y Sociología por la Universidad Nacional de Educación a Distancia (1994-1999). &shy;</li>
<li>Cursos de Docencia y Trabajo de Investigación con superación de los créditos de Doctorado en Ciencias Políticas y Sociología (Programa Empresarios y Políticos en la España Contemporánea) de la Universidad Nacional de Educación a Distancia (2000-2001).</li>
</ul>";;;;;1285422960235;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422960235/Organigrama";
"Secretaria General";"Saturnina Moro Malmierca";;"Secretaria General de Industria Comercio y Empleo";"https://datosabiertos.jcyl.es/web/jcyl/binarios/169/337/24-Cargo-Saturnina-Moro-Malmierca-SG-ICE.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Técnico Superior de la Gerencia Territorial de Servicios Sociales en Valladolid.</li>
<li>Jefe de Servicio de Régimen Jurídico en la Dirección General de Función Pública de la Consejería de la Presidencia.</li>
<li>Jefe de Servicio de Personal y Asuntos Generales de la Consejería de Agricultura y Ganadería.</li>
<li>Jefe del Servicio Territorial de Industria, Comercio y Economía de la Delegación Territorial de Salamanca.</li>
</ul>";"20240719";"<ul>
<li>Licenciada en Derecho por la Universidad de Salamanca.</li>
<li>Diplomada en la Escuela de Práctica Jurídica por la Universidad de Salamanca.</li>
<li>Funcionaria del Cuerpo Superior de la Administración de la Comunidad de Castilla y León.</li>
</ul>";;;;;1285422944006;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422944006/Organigrama";
"Viceconsejero de Política Agraria Comunitaria y Desarrollo Rural";"Jorge Llorente Cachorro";;"Viceconsejero de Política Agraria Comunitaria y Desarrollo Rural";"https://datosabiertos.jcyl.es/web/jcyl/binarios/1016/361/22-Cargo-20220511-JORGE-LLORENTE-CACHORRO,0.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Viceconsejero de Transformación Digital de la Consejería de Movilidad y Transformación Digital (2022-2024).</li>
<li>Viceconsejero de Desarrollo Rural en la Consejería de Agricultura y Ganadería.</li>
<li>Director general del Instituto Tecnológico Agrario (ITACyL)</li>
<li>Director general de Producción Agropecuaria e Infraestructuras Agrarias de la Consejería de Agricultura y Ganadería.</li>
<li>Jefe de servicio de Formación Agraria e Iniciativas de la Consejería de Agricultura y Ganadería, donde también ha ocupado el puesto de técnico de apoyo de la Dirección General de Industrialización y Modernización Agraria y técnico del Servicio de Medios y Ordenación Ganadera.</li>
<li>En la Consejería de Sanidad ha ejercido como director general de la Agencia de Protección de la Salud y Seguridad Alimentaria, jefe de servicio de Evaluación de Riesgos y Gestión de Alertas, jefe de servicio de Sanidad Ambiental, jefe de sección de Riesgos Biológicos y técnico del Servicio de Protección de la Salud.</li>
<li>En la Administración General del Estado ha ejercido como subdelegado del Gobierno en Valladolid, donde también se ha ocupado de la Dirección del Área de Trabajo e Inmigración de la Delegación del Gobierno en Castilla y León.</li>
<li>En el Ministerio de Agricultura, Pesca y Alimentación ha desempeñado las tareas de jefe de sección de la Red de Alerta Sanitaria.</li>
<li>En la empresa privada ha ocupado los puestos de director de la empresa ganadera Valles del Esla, S.A. y director de la empresa cárnica Núcleo de Explotaciones Agropecuarias de León (NEAL), S.A del Grupo Eulen.</li>
<li>Además, ha sido director técnico del área ganadera y coordinador regional de la Sectorial Remolachera de la Confederación Nacional de Cultivadores de Remolacha y Caña Azucarera, en la Asociación Agraria Jóvenes Agricultores (ASAJA) de Castilla y León.</li>
<li>Funcionario del Cuerpo Nacional Veterinario</li>
</ul>";"20240719";"<ul>
<li>Licenciado en Veterinaria por la Universidad de León en 1992.</li>
</ul>";;;;;1285422963818;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422963818/Organigrama";
"Viceconsejero de Transformación Digital";"Luis Enrique Ortega Arnaiz";;"Viceconsejero de Transformación Digital";"https://datosabiertos.jcyl.es/web/jcyl/binarios/910/101/24-Cargo-LUIS-ENRIQUE-ORTEGA-Viceconsejero-TD.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Jefe del Servicio Territorial de Movilidad y Transformación Digital de Ávila (2022-2024).</li>
<li>Jefe del Servicio Territorial de Fomento de Ávila de (2004-2022).</li>
<li>Jefe de Sección de Conservación y Explotación en el Servicio Territorial de Fomento de Ávila (2002-2004).</li>
<li>Jefe de Negociado n1 de la Sección de Proyectos y Obras en el Servicio Territorial de Fomento de Ávila (1995-2002).</li>
<li>Ingeniero Técnico de Obras Públicas en la empresa Obras Públicas y Medio Ambiente (1991-1994).</li>
<li>Ingeniero Técnico de Obras Públicas en la empresa Marcor Ebro (1991).</li>
</ul>";"20240719";"<ul>
<li>Ingeniero técnico de Obras Públicas. Especialidad Construcciones Civiles. Escuela Universitaria Politécnica de Burgos, Universidad de Valladolid (1991).</li>
<li>Postgrado de Especialización en Conservación y Explotación de Carreteras. Universidad Miguel de Cervantes.</li>
<li>Grado en Ingeniería Civil. Escuela Politécnica de Ávila de la Universidad de Salamanca.</li>
<li>Ingeniero de Caminos, Canales y Puertos. Universidad Alfonso X el Sabio.</li>
</ul>";;;;;1285422959392;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422959392/Organigrama";
"Vicepresidenta";"María Isabel Blanco Llamas";;"Vicepresidenta de la Junta de Castilla y León";"https://datosabiertos.jcyl.es/web/jcyl/binarios/523/307/2022-Cargo-Consejera-FAM-ISABEL-BLANCO.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Ingeniera de Caminos, Canales y Puertos en la empresa Fulcrum, análisis y proyectos, desde septiembre 1998 hasta diciembre de 1999.</li>
<li>Ingeniero de Caminos, Canales y Puertos en la Diputación Provincial de Zamora, Área de Obras, desde diciembre de 1999 hasta febrero de 2016. Jefa de la Sección Técnica del Area de Obras en la Diputación Provincial de Zamora, Área de Obras, desde febrero de 2016 hasta septiembre 2017 (comisión de servicios especiales).</li>
<li>Diputada en el Congreso de los Diputados en la XIII Legislatura.</li>
<li>Procuradora por la provincia de Zamora. Grupo Parlamentario Popular Cortes de Castilla y León. Octava Legislatura 2011-2015.</li>
<li>Procuradora por la provincia de Zamora. Grupo Parlamentario Popular Cortes de Castilla y León Novena Legislatura 2015-2019.</li>
<li>Vocal del Consejo de Cooperación al Desarrollo de Castilla y León entre enero de 2012 y Febrero de 2015, en representación del Grupo Parlamentario Popular de las Cortes de Castilla y León.</li>
<li>Procuradora de las Cortes de Castilla y León XI Legislatura.</li>
<li>Consejera de Familia e Igualdad de Oportunidades 2019-2022.</li>
</ul>";"20240715";"<ul>
<li>Ingeniera de Caminos, Canales y Puertos por la Universidad de Cantabria</li>
</ul>";;;;;1285421819892;20240927;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285421819892/Organigrama";
"Vicepresidenta y Consejera de Familia e Igualdad de Oportunidades";"María Isabel Blanco Llamas";;"Consejera de Familia e Igualdad de Oportunidades";"https://datosabiertos.jcyl.es/web/jcyl/binarios/523/307/2022-Cargo-Consejera-FAM-ISABEL-BLANCO.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Ingeniera de Caminos, Canales y Puertos en la empresa Fulcrum, análisis y proyectos, desde septiembre 1998 hasta diciembre de 1999.</li>
<li>Ingeniero de Caminos, Canales y Puertos en la Diputación Provincial de Zamora, Área de Obras, desde diciembre de 1999 hasta febrero de 2016. Jefa de la Sección Técnica del Area de Obras en la Diputación Provincial de Zamora, Área de Obras, desde febrero de 2016 hasta septiembre 2017 (comisión de servicios especiales).</li>
<li>Diputada en el Congreso de los Diputados en la XIII Legislatura.</li>
<li>Procuradora por la provincia de Zamora. Grupo Parlamentario Popular Cortes de Castilla y León. Octava Legislatura 2011-2015.</li>
<li>Procuradora por la provincia de Zamora. Grupo Parlamentario Popular Cortes de Castilla y León Novena Legislatura 2015-2019.</li>
<li>Vocal del Consejo de Cooperación al Desarrollo de Castilla y León entre enero de 2012 y Febrero de 2015, en representación del Grupo Parlamentario Popular de las Cortes de Castilla y León.</li>
<li>Procuradora de las Cortes de Castilla y León XI Legislatura.</li>
<li>Consejera de Familia e Igualdad de Oportunidades 2019-2022.</li>
</ul>";"20220420";"<ul>
<li>Ingeniera de Caminos, Canales y Puertos por la Universidad de Cantabria</li>
</ul>";;;;;1284881919687;20240927;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1284881919687/Organigrama";
